word,category
何則,NONE
何無一人,NONE
侍衛十員,NONE
俯,NONE
俱似,NONE
傳至,NONE
兇殘,NONE
先聖,NONE
其似,NONE
其義勇,NONE
冀其,NONE
創之業,NONE
創立,NONE
創立鴻業,NONE
勝計,NONE
勢乎,NONE
勸解者,NONE
厠,NONE
受戮,NONE
只有,NONE
可付,NONE
各當,NONE
哭泣,NONE
唾辱,NONE
問彼,NONE
善則,NONE
善應,NONE
嘗以,NONE
嘗面,NONE
回駐,NONE
因允,NONE
因向,NONE
垂貽景福,NONE
執役,NONE
執鍬,NONE
堅持,NONE
外人,NONE
太監善,NONE
寒心,NONE
實憤懣,NONE
少而,NONE
年間,NONE
幾况,NONE
廢置,NONE
廢黜,NONE
弘業斷,NONE
彼有,NONE
從彼寧,NONE
御筆,NONE
微賤,NONE
心思,NONE
怨望,NONE
恩威,NONE
惟將,NONE
惡不悛,NONE
惡劣,NONE
感悅,NONE
愧色,NONE
慫恿,NONE
成疾,NONE
所欲,NONE
手足胼胝,NONE
捶,NONE
摃,NONE
改之言耳,NONE
改伊在,NONE
改者,NONE
放之日,NONE
放者,NONE
故有,NONE
教訓斷,NONE
日加訓,NONE
旨示,NONE
昨質,NONE
更切,NONE
有望,NONE
服御,NONE
木手,NONE
未除,NONE
果爾初,NONE
樂伊處,NONE
歡笑,NONE
此諭,NONE
歷加,NONE
殆有,NONE
殷泰,PER
殷泰以,NONE
毫不介意,NONE
流汗,NONE
淚者頃,NONE
深愛惜,NONE
減眾,NONE
減著,NONE
灰心,NONE
灼知,NONE
為計,NONE
無不處,NONE
無不責,NONE
無異心,NONE
無處,NONE
狂易,NONE
狂疾未,NONE
甘日後誅戮,NONE
當廢,NONE
當釋,NONE
疾念,NONE
盟誓,NONE
盡容,NONE
目者然,NONE
眾前,NONE
眾妃,NONE
眾心,NONE
知後日,NONE
知覺,NONE
硃,NONE
禁錮,NONE
福如,NONE
秉性,NONE
稍慰,NONE
積滯,NONE
立以,NONE
立其何,NONE
籌畫備,NONE
絕念,NONE
經禁錮,NONE
總是,NONE
繼而,NONE
耗盡心,NONE
耶諭,NONE
聖躬關,NONE
肩擔,NONE
能悛,NONE
自出,NONE
自持,NONE
自新今,NONE
自為,NONE
自許,NONE
英傑,NONE
荼毒,NONE
莫辨大失,NONE
血竭,NONE
行以,NONE
行禁錮,NONE
觀之當,NONE
解之言,NONE
設等物,NONE
詳盡,NONE
詳載,NONE
調理,NONE
談笑,NONE
警惕,NONE
責之人,NONE
責罰,NONE
蹶,NONE
躬有,NONE
躬關,NONE
躬非,NONE
較臣,NONE
輩懼,NONE
逐之人,NONE
逐惟所奏,NONE
遷善,NONE
釋放時,NONE
重念,NONE
重祈,NONE
鐝,NONE
關甚要,NONE
除大失,NONE
隨侍,NONE
隱忍,NONE
雍泰題,NONE
雖日遣,NONE
雜亦眾,NONE
非能,NONE
頤養,NONE
頤養臣,NONE
顏清,NONE
顏色,NONE
飽餐,NONE
餘載,NONE
不辱,NONE
命內閣,NONE
尤細心,NONE
張春女,NONE
慎之又慎,NONE
慘死,NONE
統噶爾弼,NONE
送進,NONE
公阿布蘭子,PER
圖子熙,NONE
增壽子,NONE
守陵,NONE
富爾珊,NONE
差授,NONE
康泰,NONE
文俱為,NONE
明子,NONE
查喇芬,PER
牛家,LOC
畢次,NONE
西雙城,LOC
軍原,LOC
軍奉,NONE
軍色痕,NONE
銀兩有,NONE
阿俱為,NONE
八引,NONE
圖妻,NONE
妻康氏,PER
查福塔,PER
汪如洲,PER
熊氏,PER
秦柰曼,PER
萬九,NONE
裘君弼妻,PER
郭爾羅斯喀爾,GRP
金昌,PER
集等表賀,NONE
額爾濟,PER
三桂,PER
不倦,NONE
不祥,NONE
不識,NONE
不責善,NONE
不醒,NONE
之漸,NONE
之為,NONE
事未,NONE
人君,NONE
人安靜,NONE
人醒,NONE
今欲立,NONE
仰望,NONE
伊之儀,NONE
伊似,NONE
但關,NONE
保將,NONE
保無事,NONE
俱長,NONE
儀注,NONE
其主者,NONE
其人關,NONE
其所屬,NONE
冊立,SYS
分封,SYS
初終,NONE
勤修,NONE
印冊,NONE
危為,NONE
即使,NONE
叛亂,NONE
可教訓,NONE
可言,NONE
可輕定,NONE
各庇護,NONE
各有子,NONE
君難,NONE
因伊狂,NONE
國本,NONE
圖懷私,NONE
圖治轉,NONE
圖誠本,NONE
大學云人,NONE
失八省勢,NONE
如武,NONE
子嚴,NONE
孟子,PER
安是,NONE
宋仁宗,PER
宜輕舉,NONE
實由,NONE
封達賴,NONE
小結,NONE
左右群,NONE
年長,NONE
幼教,NONE
幼時,NONE
幾危,NONE
庶毫,NONE
建儲,NONE
心血,NONE
忘懷,NONE
忠孝,NONE
惡蓋父,NONE
憂後樂者實,NONE
成一誘,NONE
成變,NONE
技俱有,NONE
拘制,NONE
推其,NONE
故又行,NONE
教訓,NONE
方能,NONE
昔立,NONE
時索額,NONE
有克,NONE
此疾有,NONE
此索額,NONE
武者,NONE
殷乾綱,PER
沖,NONE
海寧靖,NONE
漢唐,NONE
為國本,NONE
為民念茲,NONE
無事乎,NONE
無事者,NONE
爾眾,NONE
狂成,NONE
獨斷,NONE
用黃色,NONE
申喬陳奏,NONE
當吳,NONE
疾終,NONE
瘋,NONE
瘋狂,NONE
盡子,NONE
知悔,NONE
禪額爾得尼以,NONE
私心,NONE
私鮮,NONE
立之能,NONE
立太子,NONE
立非,NONE
經典,NONE
而何,NONE
耗盡,NONE
耳爾諸,NONE
能邇,NONE
自廢,NONE
舒蘭補,NONE
莫大焉,NONE
莫知其,NONE
表及,NONE
見識,NONE
誠為,NONE
貢職,NONE
責善則,NONE
輕立者,NONE
迷惑,NONE
過安得,NONE
過惡身,NONE
遺况,NONE
遺緒,NONE
醉,NONE
醉後傷,NONE
重下念,NONE
院班禪,NONE
離離則,NONE
難事,NONE
非聖人,NONE
預立,NONE
體恤臣,NONE
黨營,NONE
黷,NONE
一二千,NONE
一己之私,NONE
一船費,NONE
主萬姓,NONE
之安,NONE
之求,NONE
事務富,NONE
人所,NONE
人糊塗,NONE
人足則,NONE
令理,NONE
任其事,NONE
伊悉,NONE
伊身,NONE
何以堪,NONE
依新圖,NONE
傅,NONE
價故,NONE
價比,NONE
價減,NONE
充足,NONE
先知,NONE
入歷,NONE
內米數,NONE
全之人,NONE
其所條,NONE
具奏予,NONE
則來,NONE
及口,NONE
取出,NONE
只用,NONE
咸寧為,NONE
員人,NONE
回有謂,NONE
圖山,NONE
壓浪,NONE
壽誕慶賀,NONE
外北極,NONE
外洋,NONE
多米,NONE
夜來,NONE
太陽,NONE
妄想,NONE
存船,NONE
學士宗紳,PER
安即,NONE
安寢,NONE
實涼德,NONE
實若虛,NONE
寧安,LOC
將價值,NONE
尚書桑額,PER
尚義,PER
尚義等,PER
尺方能,NONE
履薄臨,NONE
山花,NONE
山頂,NONE
平底,NONE
延萬壽者,NONE
從來帝,NONE
必令止,NONE
必依據,NONE
必趨,NONE
思之達旦,NONE
恊,NONE
愧汗,NONE
投誠海,NONE
抵盡,NONE
拒敵,NONE
擴而充,NONE
敵船,NONE
數精詳,NONE
旅順,LOC
既速,NONE
日俱增,NONE
昨問,NONE
昨進京見,NONE
昨閱,NONE
更勝舊,NONE
有海賊,NONE
東水師,NONE
桅者,NONE
正明圖,NONE
此後從,NONE
歷內,NONE
歷內現,NONE
每造,NONE
水性,NONE
水數,NONE
泛海,NONE
洋,NONE
海中,NONE
海島,NONE
淡水,LOC
深之念,NONE
測,NONE
滿假乎,NONE
漁船,NONE
然設立,NONE
照理,NONE
營船,NONE
王處,NONE
甚嚴,NONE
病延年,NONE
發一萬石,NONE
發伊該,NONE
盈餘,NONE
監添載,NONE
省路費,NONE
瞭望,NONE
祈福,NONE
福即,NONE
福若能,NONE
福非,NONE
稍昂緣,NONE
等眾,NONE
經緯度,NONE
翔貴,NONE
聞米,NONE
自覺,NONE
舊圖,NONE
船來,NONE
船及,NONE
船尚,NONE
若家給,NONE
蒼生,NONE
處代買,NONE
覆欽天,NONE
諸小國,NONE
謀勇,NONE
議裁宜,NONE
議覆戶,NONE
豈敢,NONE
賣爾,NONE
賤價,NONE
退後乃,NONE
遁止,NONE
違眾志,NONE
還上,NONE
重載入,NONE
金若,NONE
防之船,NONE
隨其,NONE
集之民,NONE
集者,NONE
雖帶,NONE
頒發應,NONE
飽食,NONE
高低,NONE
鳥利,NONE
不報,NONE
不載,NONE
並無存,NONE
中莫過,NONE
丹墀,NONE
久後竟,NONE
之人非,NONE
之則,NONE
之孫至,NONE
以撫養,NONE
以紅帶,NONE
伊功,NONE
伊等現,NONE
來京師,NONE
俱續,NONE
傅集爾,NONE
僅歷,NONE
僇,NONE
入宮門,NONE
入玉牒,NONE
內以,NONE
內緣,NONE
兩諭,NONE
兩貝勒及,NONE
其始,NONE
其孝給,NONE
其餘令諸,NONE
分支,NONE
切不可,NONE
創功勳,NONE
勞冊,NONE
勞已,NONE
勞載,NONE
勞顯,NONE
又襲,NONE
及株,NONE
古之功,NONE
另擇,NONE
召至,NONE
各賜以,NONE
員扎爾虎齊,NONE
嚴懼,NONE
四世,NONE
回此子,NONE
因子,NONE
因憶及,NONE
圖魯者,NONE
大內現,NONE
如原,NONE
妻年,NONE
妻衣飾,NONE
婦人,NONE
子緣,NONE
孫緣,NONE
孫自作,NONE
完扎爾虎齊,PER
官革去,NONE
定法,NONE
宮門前,NONE
將伊女,NONE
將伊等勞,NONE
將棄,NONE
履以,NONE
岳塞布,PER
差別,NONE
帶子,NONE
徹帶,NONE
惟達里,PER
慶祝,NONE
拜功,NONE
收養,NONE
故云寧,NONE
時恩卹,NONE
時輔佐開,NONE
有念,NONE
有緣,NONE
此子,NONE
母妃,NONE
母年,NONE
母處,NONE
沒所關,NONE
玉牒,NONE
珠銀,NONE
甚大應將,NONE
甚悉,NONE
甚明現,NONE
生可傳,NONE
由祖,NONE
留伊養,NONE
知其事,NONE
碩托,PER
碩托貝勒皆緣,NONE
給帶,NONE
給與官,NONE
統賴,NONE
經裁,NONE
經載入,NONE
緞素,NONE
績,NONE
罪革,NONE
翻,NONE
職五,NONE
職子,NONE
苦功,NONE
茶果,NONE
萬壽遠,NONE
藍檔,NONE
蘇完,NONE
處欲襲,NONE
行止,NONE
襲應,NONE
覺羅之棄子,NONE
覺羅等,NONE
謭,NONE
貝勒之子,NONE
連之罪,NONE
達福,PER
達里善,PER
鄭特欲將,NONE
鄭特聞,NONE
酒食,NONE
采選之時,NONE
阿之祖額,NONE
阿恩哈,PER
阿靈,PER
隨召,NONE
集宮,NONE
雖記,NONE
離撫養,NONE
順科落,NONE
顧悅,PER
魯之功,NONE
魯安費揚,PER
人塔,NONE
僖,NONE
克之降,NONE
公應,NONE
其眾,NONE
剿東海,NONE
呼爾亥,PER
塔拜,PER
如楚宗,NONE
宗奏,NONE
帝賓,NONE
所奏准,NONE
時令塔,NONE
曾祖,NONE
統楚,NONE
胡會恩,PER
陝西涼州,LOC
常泰為,NONE
德木楚克,PER
諾木桑,PER
阿爾筏,PER
何國宗,PER
修輯,NONE
內立館,NONE
呂,NONE
將陳,NONE
尚武,NONE
王允祉律,NONE
發下爾率,NONE
算法,NONE
領庶,NONE
駙蒼津來,NONE
之名入,NONE
之性,NONE
人終,NONE
人聞譽言,NONE
人自服,NONE
任延綏,NONE
內並,NONE
內載,NONE
其慧,NONE
其無益,NONE
凡物,NONE
前因,NONE
劉四,PER
古之名,NONE
古因,NONE
吳三桂噶爾丹類,NONE
喜怒不形,NONE
嚇入,NONE
在位,NONE
增寶李,NONE
增寶等直,NONE
增載,NONE
夥應擬,NONE
大偽,NONE
大奸,NONE
奪得,NONE
如服,NONE
存心,NONE
官柯彩身,NONE
寧安行禮,NONE
審原,NONE
寶等謀害,NONE
尚不知,NONE
必敗,NONE
忘親,NONE
惡易,NONE
應擬,NONE
懷詐,NONE
所言陽奇,NONE
挾術,NONE
數少,NONE
數陽,NONE
斬小二,NONE
旨定,NONE
時飛揚,NONE
李其慧威,PER
柯彩,PER
柯蔭,PER
檔,NONE
滿洲漢人,GRP
漢人以,NONE
獲大罪,NONE
王吉余,PER
王增,PER
甚確,NONE
益高,NONE
示人,NONE
童,NONE
第幾子,NONE
糊塗,NONE
縱仇,NONE
罕奏,NONE
罕著給,NONE
耶嘗見,NONE
聞人譽,NONE
自稱,NONE
著問,NONE
蔡永壽,PER
補藥,NONE
詞溢,NONE
認不諱,NONE
誠實開,NONE
貴在,NONE
質王,NONE
身死,NONE
身死誌,NONE
載入,NONE
迥然不同,NONE
遽定,NONE
邵康節,PER
鄭連,PER
錄明,NONE
陰偶,NONE
陰數,NONE
飛揚,NONE
飛揚古,NONE
厄爾得,NONE
噶海,NONE
圖昂,NONE
普圖,NONE
王多羅額,NONE
鄂佛羅,NONE
駙車,NONE
朱爾哈代碩倫,PER
烏闌哈爾哈,LOC
一交,NONE
一偏,NONE
一畝,NONE
七十名,NONE
三十二名,NONE
三十名,NONE
下戶口,NONE
不事加,NONE
不由,NONE
不要,NONE
不露,NONE
並無所,NONE
中有,NONE
中為,NONE
乃為,NONE
之值,NONE
之權,NONE
之田出,NONE
之田著,NONE
之窮,NONE
之者後噶禮,NONE
事君者,NONE
二丈,NONE
二字,NONE
云聞,NONE
互,NONE
五十三年,NONE
人多地少,NONE
今彼處,NONE
今新設,NONE
今條,NONE
今遣官,NONE
伺以,NONE
例准,NONE
倫特,NONE
偏向,NONE
價貴,NONE
入口,NONE
入海口,NONE
內可得,NONE
八員均屬,NONE
公勝私,NONE
公平,NONE
六七十丈,NONE
共兵,NONE
冬令,NONE
凡督,NONE
刷則,NONE
刻求督撫,NONE
則愛之,NONE
加以,NONE
南太思慶,NONE
參差,NONE
及岸,NONE
反有,NONE
同湖,NONE
吳郡,LOC
嘗令,NONE
四員驍,NONE
四川人,NONE
四川省,LOC
因人,NONE
城舊,NONE
增多,NONE
墾荒,NONE
夏秋,NONE
多一畝,NONE
大凡,NONE
大收,NONE
太雜,NONE
奏黃河,NONE
如京師,NONE
如噶禮,NONE
少田,NONE
島丁,NONE
島丁內,NONE
已足,NONE
廣總督額,NONE
引流,NONE
引莽,NONE
張朝午,PER
徵且,NONE
必長,NONE
性理,NONE
惟潔,NONE
意國用,NONE
意有,NONE
憎之耳即,NONE
所壞,NONE
所惡,NONE
按田起,NONE
挑選,NONE
挨次,NONE
搖動,NONE
撫條,NONE
故審理,NONE
故耳為,NONE
數錢,NONE
新出,NONE
方向,NONE
易事,NONE
昔黃,NONE
春冬之時,NONE
查錦州,NONE
柳五府,NONE
梧潯,NONE
棉花,NONE
橫索,NONE
正理,NONE
每每,NONE
民舍,NONE
水乃漸,NONE
水力,NONE
水發,NONE
決之患,NONE
沒田廬,NONE
河東岸,NONE
河泛,NONE
治今,NONE
淤及,NONE
深怨,NONE
深無衝,NONE
淺膽,NONE
清官,NONE
湖廣之人,NONE
漁人,NONE
漲時,NONE
潘宗洛奏,NONE
潘宗洛疏,NONE
濁水,NONE
無一人劾,NONE
無棄,NONE
煙瘴地,NONE
照文職,NONE
營生,NONE
爭訟,NONE
牛河,NONE
特欲使,NONE
特田禾,NONE
甚多果,NONE
甚大故,NONE
由學,NONE
申喬條,NONE
申喬為,NONE
眾乃知,NONE
稀將,NONE
空隙,NONE
築舍,NONE
粟尚貴,NONE
糧乎,NONE
糧則,SYS
納糧,NONE
統崇古禮行,NONE
總之督撫,NONE
繁地,NONE
而譽,NONE
聲勢,NONE
膏腴,NONE
自苑,NONE
至數,NONE
船進,NONE
芝,NONE
若挾,NONE
若論,NONE
荒田,NONE
莫敢,NONE
行舟,NONE
衝之田,NONE
衝田畝,NONE
觀此則,NONE
許未墾,NONE
詳度,NONE
課則,SYS
變為,NONE
豐年,NONE
財方令,NONE
起稅,NONE
起課,NONE
躲避,NONE
轉可,NONE
轉戶,NONE
迫而,NONE
進言者,NONE
選調,NONE
錦州,LOC
雖水,NONE
難得,NONE
非凡,NONE
頃皆未,NONE
領二員,NONE
驅之海,NONE
之卷,NONE
事馬良,NONE
僅學習,NONE
其習,NONE
十一卷,NONE
名王,NONE
圖炳字,NONE
天培奏,PER
奠時,NONE
尋奏,NONE
對漢文,NONE
尚書滿,NONE
并查,NONE
強將,NONE
曹鳴詩,PER
此易置,NONE
淑惠妃,PER
清書者,NONE
猶能,NONE
甚劣,NONE
甚好易,NONE
祭品,NONE
第三卷,NONE
粗率,NONE
統何,NONE
總屬,NONE
習漢文者,NONE
詩文,NONE
譯伊,NONE
赫奕,PER
進士處,NONE
進泰內閣,NONE
適往,NONE
郝林為,NONE
閱庶,NONE
靈前,NONE
朱大妻,NONE
殺給,NONE
江寧烈婦,NONE
鄂倫特,PER
陸氏,PER
一百八,NONE
人漢軍田仲金妻,NONE
加賦,NONE
妻杭氏,PER
嵩齊,PER
泰來,PER
洪可選妻,NONE
滋生,NONE
進納妻,NONE
項氏,GRP
停決,SYS
內罪,SYS
審秋審,SYS
審著,NONE
將大學士,PER
情有,NONE
日泊,NONE
沙口,LOC
減等,SYS
發落,SYS
矜疑,SYS
秋後處決,SYS
立決,SYS
自南,NONE
著減,SYS
議得,SYS
軍流,SYS
郭里口,LOC
並商,NONE
並未據實,NONE
兩旁刻,NONE
刻明,NONE
各刻,NONE
各船,NONE
商漁字樣,NONE
奏聞及,NONE
客商,NONE
年貌,NONE
廣州,LOC
弘燦,PER
弘燦廣東,NONE
時不許,NONE
某人,NONE
某府,NONE
某營,NONE
某省,NONE
洋行,NONE
滿丕俱應革,NONE
滿丕俱著,NONE
滿丕將,NONE
漁,NONE
盜氛,NONE
第幾號,NONE
米酒,NONE
統汪,NONE
腰牌,NONE
至漁船,NONE
舵工,NONE
行巧飾,NONE
被害,NONE
許裝載,NONE
議覆江蘇,NONE
貫庶,NONE
貴之處,NONE
走難,NONE
預先,NONE
一番,NONE
之責員缺,NONE
之麟,NONE
二事,NONE
今之數,NONE
今修,NONE
依古,NONE
即疑,NONE
古歷,NONE
另擬,NONE
同人內,NONE
命案,NONE
國家設,NONE
天培,NONE
官之任,NONE
官者當,NONE
將事諉,NONE
將軍何,NONE
尚安靜,NONE
師令,NONE
授州,NONE
操練將,NONE
操練爾時,NONE
教導,NONE
數以,NONE
方無忝厥,NONE
旗民雜,NONE
時果,NONE
時次,NONE
此缺,NONE
歷所屬,NONE
歷書宜,NONE
毋謂,NONE
甚多爾,NONE
甚好,NONE
目歲,NONE
目為,NONE
立志,NONE
練兵,NONE
耳爾宜,NONE
職為,NONE
至京,NONE
與將,NONE
興起,NONE
船不備,NONE
衰邁,NONE
規模,NONE
觀舟師,NONE
辭未行,NONE
郝林,PER
非久任,NONE
面試,NONE
風大為,NONE
騎射殊,NONE
喀爾沁,GRP
固倫榮憲,PER
宮率,NONE
鄂爾哲,PER
之數照,NONE
人承襲,NONE
任都統,NONE
依擬,NONE
兩未,NONE
原屬裕課,NONE
參原,NONE
喇內閣,NONE
增引行,NONE
增水陸,NONE
審奏,NONE
張徵稅,NONE
律擬,NONE
時為,NONE
朝戶,NONE
枷責得,NONE
查審,NONE
校常祿,NONE
榮憲固倫,NONE
泰為,NONE
湯之旭,PER
犍,NONE
統朱麻,NONE
統額爾錦疏,NONE
編修索,NONE
芭格,NONE
詹事梅,NONE
領庫,NONE
駙多爾濟,PER
公納墨,NONE
圖襲爵,NONE
多羅達爾漢貝勒額爾,NONE
孫之子,NONE
巡撫樂,NONE
拜祭,NONE
故輔國,NONE
業弘為,NONE
軍訥,NONE
道祖,NONE
鄂齊爾來,NONE
弩,NONE
湖代,NONE
三十九度,NONE
三十秒,NONE
上海,LOC
並無張,NONE
五十四年,DATE
令濤,NONE
免甘肅靖寧,NONE
協一因,NONE
合夥見,NONE
問安自,NONE
四分,NONE
寧居,NONE
張二稱,NONE
張令濤,PER
張令濤子,NONE
搜查,NONE
歷法,SYS
測得,NONE
潢為,NONE
澹,NONE
牟欽元署,PER
疏言江蘇,NONE
縣民顧,NONE
總督赫壽,PER
觀象,NONE
贖房,NONE
赤距度,NONE
道白,NONE
阿錫鼐,PER
顧協,PER
高度,NONE
一太醫院,NONE
丞題,NONE
並請分,NONE
並頭,NONE
之人頂,NONE
之內令,NONE
九十里,NONE
交外場,NONE
代人,NONE
令山東,NONE
修高窩,NONE
俱應照,NONE
倪滿,PER
八家,NONE
公堂,NONE
冒入,NONE
分地,NONE
分定則,NONE
到府,NONE
卷子,NONE
原議,NONE
口之榮島,LOC
各細檢,NONE
各館,NONE
國學,SYS
填寫,NONE
增議,NONE
墨卷,NONE
大竹,NONE
夾帶,NONE
如至,NONE
官定,NONE
官撥,NONE
將府,LOC
將軍委官,NONE
將軍山東,NONE
將軍撥,NONE
小盜,NONE
小竹島,LOC
山島,NONE
山紹,NONE
島,NONE
島中間,NONE
島南,NONE
島廟,NONE
島欽島,LOC
島等處,NONE
島起,NONE
島長,NONE
島養馬島,NONE
崆峒,LOC
巡海汛,NONE
巡綽官,OFF
底子,NONE
成山,LOC
抄成,NONE
指畫,NONE
揭曉,NONE
收貯,NONE
收領,NONE
放入,NONE
旅順海帽,NONE
晝,NONE
書手,OFF
李雄,PER
查鐵山,PER
桶子,NONE
正身,NONE
汛議,NONE
派遣,NONE
海圖,NONE
海汛,NONE
溝天橋,NONE
牆,NONE
牆垣,NONE
生員務令,NONE
界限,NONE
疏忽,NONE
監俱,NONE
監違者,NONE
看圖分,NONE
砣,NONE
磨勘,SYS
磯島,LOC
禮虎為,NONE
移送,NONE
空白,NONE
筆跡,NONE
管之處,NONE
管處,NONE
細驗,NONE
綽,NONE
考生,NONE
自鐵山,NONE
至錦州,NONE
舉人俱定,NONE
若不將,NONE
菊花,NONE
蓆,NONE
虎坪島,LOC
親供,NONE
試前,NONE
試者,NONE
謄錄,SYS
貢院,LOC
送部,NONE
送部交,NONE
送錦州,NONE
邊界,NONE
錄送,NONE
錢塘,LOC
鐵山舊,NONE
限期,NONE
隍城,LOC
隔牆,NONE
雙島,LOC
願入,NONE
黑山,LOC
事江琦,NONE
吳存,PER
呼斯台,PER
多輝昂,PER
禮丁母,NONE
贈署,NONE
一人貞女,NONE
九萬九,NONE
五引,NONE
喻妻,NONE
四束,NONE
宋真儒,PER
徐廷,PER
班濟達,PER
石函,NONE
西蘭妻,NONE
賓妻,NONE
高其序,PER
下護衛,OFF
且續,NONE
世綸,PER
之語殊,NONE
之部議,NONE
事略,NONE
交戰殊,NONE
以海中,NONE
任若海,PER
伊疏,NONE
偏僻,NONE
停革職,NONE
凍阻,NONE
凡應,NONE
剿殺,NONE
動兵,NONE
卑污,NONE
參新太營,NONE
參江蘇,NONE
員且,NONE
啟雲因,NONE
啟雲情,NONE
地剿,NONE
執縛,NONE
完事,NONE
官理,NONE
尚因,NONE
尚義等本,NONE
屬輕躁,NONE
巢始,NONE
已誡,NONE
延壽,NONE
張元,PER
張元隆,PER
搪塞,NONE
撫恤人,NONE
撫施,NONE
擅自,NONE
擅過,NONE
明傷亡,NONE
昔桑額,NONE
昨聞,NONE
曉,NONE
極者,NONE
此賊察,NONE
氣有,NONE
漕所管,NONE
無影,NONE
無罪且,NONE
猖狂,NONE
獨早,NONE
獲今,NONE
王啟,NONE
甘國,NONE
甚多將,NONE
稱海中,NONE
空船,NONE
糧買,NONE
經題,NONE
能及,NONE
蘇州米,NONE
處俱懶,NONE
西番,GRP
親身察,NONE
觀王啟,NONE
調兵責,NONE
議覆王,NONE
豈能,NONE
賊務將,NONE
起釁,NONE
辦事區,NONE
運丁事,NONE
鄭盡心,PER
閩粵,LOC
防海,SYS
隆夥賊,NONE
雜郎廷,NONE
非輕躁,NONE
領標兵,NONE
問安貴州,NONE
宗正,OFF
從之領,NONE
懶,NONE
王鳳以,NONE
疾革領,NONE
總兵宮,NONE
貝勒延壽,PER
陝西烈婦,NONE
題右,NONE
不至則,NONE
不講,NONE
並著然,NONE
中得來,NONE
久安,NONE
之備,NONE
之學業,NONE
之學爾,NONE
之後今,NONE
之輒,NONE
交儆斯百爾砥潔,NONE
享敉寧,NONE
人力,NONE
仁壽之域,NONE
以惕,NONE
以永保,NONE
何得謂,NONE
保泰,NONE
保泰持盈,NONE
保無有習,NONE
俱由學習,NONE
倡明,NONE
假以,NONE
傳純粹,NONE
儒論,NONE
其義自明,NONE
其道何,NONE
冠以,NONE
則無以,NONE
勤學處,NONE
協眾,NONE
厲者,NONE
古者,NONE
可及,NONE
可弛,NONE
咸熙,NONE
圖歷,NONE
執非,NONE
大之風,NONE
天文地理,NONE
夫兢業,NONE
夫紀律,NONE
威永振凡,NONE
官六計,NONE
宜若,NONE
小慎,NONE
干譽,NONE
平戈甲永息,NONE
幾叢,NONE
幾圖治,NONE
庶司,NONE
庶多士,NONE
庶慎,NONE
庶獄,NONE
庶績,NONE
廉則,NONE
廉周,NONE
廉固,NONE
廉平者,NONE
弊吏,NONE
弊養,NONE
微克,NONE
德乃能,NONE
心其,NONE
必綏輯,NONE
必謹,NONE
恬嬉以,NONE
戎兵,NONE
成一體,NONE
成務學,NONE
折衷,NONE
易曉即,NONE
晏安,NONE
書家,NONE
有生,NONE
朝野,NONE
李錦等,PER
此多士,NONE
武國家,NONE
治保,NONE
治益求,NONE
注解,NONE
滋晦,NONE
無奇,NONE
無荒,NONE
然廉,NONE
狩皆以,NONE
猶念大業,NONE
獮,NONE
獳,NONE
理今者,NONE
瑴,NONE
申賞,NONE
當古來,NONE
疏略,NONE
登上,NONE
益圖安,NONE
益求致,NONE
磐石之安,NONE
稱譽,NONE
立名,NONE
精先,NONE
精意,NONE
終厥,NONE
經濟久,NONE
群言,NONE
而漸,NONE
而疆宇,NONE
聖賢,NONE
聖賢經,NONE
聲律,NONE
脞,NONE
膠滯,NONE
臆見,NONE
臣工,NONE
舉人梅,NONE
著書立,NONE
蒐,NONE
薈萃,NONE
虛心,NONE
衺,NONE
覃敷國,NONE
試思,NONE
詳著,NONE
講武而克,NONE
躬轉,NONE
進斯民,NONE
釋諸懷,NONE
錫福兆民,NONE
闡明,NONE
阿世使,NONE
雖六字,NONE
雖古聖人,NONE
非緣飾,NONE
食享,NONE
三四百,NONE
二員分,NONE
以彰,NONE
侵擾,NONE
全今,NONE
再助,NONE
剿噶爾丹時,NONE
商議策,NONE
噶爾丹時,NONE
回軍時,NONE
因伊,NONE
固善,NONE
天兵,NONE
天討上,NONE
完度,NONE
官祁,NONE
富寧安祁,NONE
寧安與將,NONE
將策,NONE
已大敗,NONE
懾,NONE
房予,NONE
推河,LOC
支正,NONE
服備,NONE
東鹽,NONE
極恭順,NONE
汗王,OFF
江索倫,NONE
深然,NONE
漸漸,NONE
熟識,NONE
營喀喇沁,GRP
特賜生,NONE
王章,PER
當日,NONE
種不恭,NONE
籌及,NONE
糧務,SYS
納福,NONE
統車,NONE
翁金,LOC
自度,NONE
著富,NONE
西邊,NONE
解往,NONE
課銀,SYS
負聖恩種,NONE
足用,NONE
部動,NONE
里德,PER
金河,NONE
險詐,NONE
黑龍,NONE
不照,NONE
不縈懷且,NONE
之銀俱清,NONE
之銅額,NONE
事下,NONE
二百六十四,NONE
交完,NONE
今銅,NONE
仍須,NONE
令交,NONE
來銅,NONE
兩現,NONE
其所奏,NONE
其承辦,NONE
前面,NONE
員等語,NONE
固執己,NONE
奏時,NONE
孟克,PER
專責爾部,NONE
專責銅,NONE
局乏銅,NONE
屏私,NONE
差承辦,NONE
差海,NONE
差鹽,NONE
平氣,NONE
庫帑,NONE
忽之乎,NONE
思設,NONE
惟寬仁,NONE
採買銅,NONE
採辦銅,NONE
是務,NONE
時不勝,NONE
有餘之銅,NONE
法事,NONE
法補,NONE
激奏,NONE
為何,NONE
為君者,NONE
無微,NONE
無涉,NONE
王綱明,PER
現有,NONE
異錢,NONE
疏言現,NONE
目勒,NONE
